state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Arizona,Yes,Basic,Bachelor,,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,College,,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Extended,High School or Below,,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Premium,Bachelor,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Small
Arizona,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Two-Door Car,Medsize
California,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small
California,No,Basic,Bachelor,,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Large
Washington,No,Extended,College,,M,Urban,Divorced,Corporate Auto,Corporate L1,Offer2,Branch,SUV,Large
Washington,No,Basic,College,,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
Washington,No,Basic,Bachelor,,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
Nevada,No,Basic,High School or Below,,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Small
Arizona,No,Basic,College,,F,Rural,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Large
Oregon,No,Basic,College,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small
California,No,Extended,College,,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Large
California,No,Extended,College,,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
California,No,Extended,Bachelor,Not Working,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer3,Agent,Two-Door Car,Medsize
Arizona,No,Basic,Bachelor,,F,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Small
Oregon,No,Extended,Bachelor,,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Luxury,Medsize
California,No,Basic,Master,,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,Not Working,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize
Nevada,No,Basic,Bachelor,,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
Arizona,No,Basic,Doctor,,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
Washington,Yes,Basic,College,Not Working,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Small
Oregon,No,Extended,Bachelor,,M,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Large
Nevada,Yes,Extended,High School or Below,Not Working,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
Oregon,No,Extended,Bachelor,,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
California,No,Basic,Master,,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small
Washington,No,Extended,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
California,No,Basic,College,,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Basic,College,Not Working,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,College,Not Working,M,Rural,Married,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Extended,Master,,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small
California,No,Extended,College,,M,Rural,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Luxury,Medsize
Nevada,No,Basic,Master,Not Working,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
Oregon,No,Premium,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Luxury,Small
Washington,No,Extended,Bachelor,,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,Master,Not Working,M,Rural,Married,Special Auto,Special L3,Offer1,Web,Two-Door Car,Medsize
Arizona,No,Premium,College,,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
California,No,Extended,College,,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
Nevada,No,Extended,College,,M,Urban,Single,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
Washington,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,,M,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Extended,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Luxury,Medsize
Washington,No,Basic,College,,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large
Oregon,No,Premium,Bachelor,,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,,M,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Large
Oregon,No,Extended,Master,,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury,Medsize
Arizona,No,Basic,Bachelor,,F,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Small
Oregon,No,Premium,High School or Below,Not Working,F,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Large
Arizona,No,Basic,Doctor,,M,Rural,Single,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,College,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
Washington,No,Basic,Bachelor,,F,Rural,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,College,,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Small
Oregon,No,Premium,High School or Below,,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Medsize
California,No,Basic,College,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,Not Working,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Web,Luxury,Medsize
Washington,No,Basic,College,,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Small
Oregon,No,Extended,Bachelor,,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize
Washington,Yes,Basic,College,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize
California,No,Basic,Bachelor,,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Call Center,SUV,Medsize
Oregon,No,Extended,College,,M,Urban,Single,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize
Oregon,Yes,Premium,Bachelor,,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Basic,Bachelor,,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
Oregon,Yes,Basic,High School or Below,,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Doctor,,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small
Oregon,No,Premium,Master,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Premium,Bachelor,,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize
Oregon,No,Extended,College,,F,Rural,Married,Corporate Auto,Corporate L3,Offer3,Call Center,SUV,Medsize
California,No,Extended,Bachelor,,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
California,No,Extended,Bachelor,,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize
California,Yes,Basic,Master,,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
Arizona,No,Basic,College,,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,SUV,Small
Arizona,Yes,Basic,Doctor,,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Extended,Bachelor,,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
California,Yes,Basic,College,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
Nevada,No,Extended,High School or Below,,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Small
Nevada,No,Basic,Bachelor,,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,,F,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Web,SUV,Medsize
California,No,Basic,College,,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small
Arizona,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
California,No,Basic,College,,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large
California,No,Basic,Bachelor,,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
California,No,Extended,College,,M,Rural,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Branch,SUV,Medsize
California,No,Premium,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Small
Oregon,No,Basic,High School or Below,,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Large
Oregon,No,Basic,High School or Below,Not Working,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Basic,Master,Not Working,M,Urban,Divorced,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,College,,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Medsize
California,No,Premium,College,Not Working,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Small
Washington,No,Basic,Master,,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large
California,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small
Oregon,No,Basic,Master,,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Branch,SUV,Medsize
California,No,Premium,High School or Below,,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Doctor,,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small
Nevada,No,Basic,College,,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize
Arizona,Yes,Extended,Bachelor,,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Luxury,Large
Oregon,Yes,Basic,Bachelor,Not Working,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Not Working,M,Suburban,Married,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Large
Arizona,No,Extended,Bachelor,,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Small
California,No,Premium,College,,F,Urban,Single,Personal Auto,Personal L3,Offer2,Call Center,SUV,Small
California,Yes,Basic,College,Not Working,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
Oregon,Yes,Extended,Master,,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Large
California,Yes,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Luxury,Medsize
Arizona,No,Basic,Bachelor,Not Working,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
Oregon,No,Basic,Master,,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Extended,College,,M,Rural,Married,Special Auto,Special L3,Offer1,Agent,SUV,Small
California,No,Basic,High School or Below,Not Working,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,SUV,Medsize
California,No,Premium,Bachelor,,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,SUV,Medsize
Nevada,No,Basic,High School or Below,Not Working,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
California,Yes,Extended,College,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Extended,College,,M,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Bachelor,,F,Urban,Married,Special Auto,Special L3,Offer2,Agent,Four-Door Car,Medsize
Washington,No,Basic,College,,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize
Arizona,No,Basic,College,,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,SUV,Small
Washington,No,Premium,Doctor,,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Small
Oregon,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize
Washington,No,Basic,High School or Below,,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,Not Working,M,Urban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
California,Yes,Basic,College,Not Working,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Luxury,Medsize
California,No,Basic,Master,,F,Rural,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Master,,M,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Rural,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Large
California,No,Extended,College,,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
Nevada,No,Basic,Bachelor,,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Premium,Bachelor,,F,Rural,Divorced,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,M,Rural,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Small
Arizona,No,Basic,Bachelor,,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Small
Nevada,Yes,Premium,High School or Below,,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Washington,No,Extended,Bachelor,Not Working,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize
Oregon,No,Extended,College,,M,Suburban,Single,Special Auto,Special L1,Offer1,Web,Four-Door Car,Medsize
Arizona,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Luxury,Small
